,station,lat,lon,time,weather,weatherfont,weathersymbol,weathercolour,temperature,pressure,sl_pressure,dewpoint,windspeed,winddir,visibility,visual_range,cloudcover,pressure3h_change,rain,wwletter
1126,LTBD,37.815,27.8953,2024-04-29 23:50:00,,,,,14.0,1014.0,1279.3945944366442,10.0,2.0,,10000.0,99999,,265.59459443664423,0.0,111600360210140201003014042793512655600007000080000
1128,LTBH,40.1377,26.4268,2024-04-29 23:50:00,,,,,14.0,1020.0,1077.94423198603,10.0,9.0,30.0,10000.0,99999,,57.744231986029945,0.0,11160003091014020100302004077951577600007000080000
1130,LTBY,39.8099,30.5194,2024-04-29 23:50:00,,,,,10.0,1019.0,13.173071425749594,8.0,5.0,240.0,10000.0,99999,,0.0,0.0,111600240510100208030190413151000600007000080000
1132,LTCB,40.96667,38.08,2024-04-29 23:50:00,,,,,15.0,1020.0,1062.190725203083,13.0,2.0,,6000.0,99999,,45.590725203083025,0.0,11130036021015020130302004062151455600007000080000
1137,LTCT,39.97663,43.87665,2024-04-29 23:50:00,,,,,16.0,1018.0,10.454868338915064,2.0,7.0,220.0,10000.0,99999,,0.0,0.0,111600220710160202030180410451000600007000080000
1138,LTDA,36.36278,36.28222,2024-04-29 23:50:00,,,,,20.0,1010.0,1516.5927290268955,17.0,5.0,200.0,10000.0,99999,,505.4927290268955,0.0,111600200510200201703010045165515054600007000080000
1139,LTFD,39.5546,27.0138,2024-04-29 23:50:00,,,,,15.0,1018.0,1136.7361148376688,10.0,13.0,80.0,10000.0,99999,,117.93611483766881,0.0,111600081310150201003018041367511179600007000080000
1140,LTFG,36.29922,32.3006,2024-04-29 23:50:00,,,,,17.0,1010.0,1190.8913309944696,15.0,3.0,20.0,10000.0,99999,,179.39133099446963,0.0,111600020310170201503010041908511793600007000080000
1180,LGPZ,38.9255,20.7653,2024-04-29 23:50:00,,,,,15.0,1019.0,1044.6714569208712,11.0,4.0,30.0,10000.0,99999,,25.371456920871196,0.0,11160003041015020110301904044651253600007000080000
1181,LGRX,38.1511,21.4256,2024-04-29 23:50:00,,,,,17.0,1018.0,1113.9669129561717,8.0,7.0,20.0,10000.0,99999,,95.1669129561717,0.0,1116000207101702080301804113951951600007000080000
1218,ETEK,49.6503,7.30007,2024-04-29 23:55:00,,,,,12.5,30.11,1030.11,7.0,0.0,0.0,10000.0,99999,,10.209999999999923,0.0,111600000010125207533014030151102600007000080000
1230,LBPL,43.4514,24.5028,2024-04-30 00:00:00,,,,,14.0,1026.0,1976.745306181373,10.0,2.0,120.0,10000.0,99999,,951.1453061813731,0.0,111600120210140201003026049767519511600007000080000
1244,ETIC,49.6987,11.9402,2024-04-29 23:55:00,,,,,9.2,30.06,8398.20509202735,7.6,0.0,0.0,10000.0,99999,,7379.305092027351,0.0,11160000001009120713300439825173793600007000080000
1293,EGQL,56.3729,-2.86844,2024-04-29 23:50:00,,,,,10.0,1007.0,1141.326625270169,7.0,11.0,200.0,10000.0,99999,,135.526625270169,0.0,11160020111010020703007041413511355600007000080000
1294,EGQS,57.7052,-3.33917,2024-04-29 23:50:00,,,,,10.0,1004.0,1152.4281717988213,5.0,7.0,170.0,10000.0,99999,,149.6281717988213,0.0,11160017071010020503004041524511496600007000080000
1521,LTAB,39.935,32.7408,2024-04-29 23:50:00,,,,,15.0,1018.0,9.78455238051766,13.0,3.0,110.0,10000.0,99999,,-1006.3154476194824,0.0,11160011031015020130301804975110066600007000080000
1522,LTAD,39.9498,32.6886,2024-04-29 23:50:00,,,,,14.0,1019.0,10.270290554427639,12.0,5.0,100.0,10000.0,99999,,-1005.7297094455723,0.0,111600100510140201203019041025110052600007000080000
1528,LTBF,39.6193,27.926,2024-04-29 23:50:00,,,,,14.0,1018.0,1993.1868384830914,11.0,8.0,10.0,10000.0,99999,,974.1868384830914,0.0,111600010810140201103018049931519741600007000080000
1529,LTBG,40.318,27.9777,2024-04-29 23:50:00,,,,,14.0,1019.0,1476.9538000111697,13.0,11.0,30.0,10000.0,99999,,457.3538000111697,0.0,111600031110140201303019044769514573600007000080000
1530,LTBL,38.513,27.0101,2024-04-29 23:50:00,,,,,13.0,1016.0,1059.1123584514157,10.0,3.0,340.0,10000.0,99999,,43.01235845141571,0.0,11160034031013020100301604059151430600007000080000
1531,LTCA,38.6069,39.2914,2024-04-29 23:50:00,,,,,10.0,1015.0,14.366487133973333,6.0,5.0,210.0,10000.0,99999,,-998.4335128660266,0.0,1116002105101002060301504143519985600007000080000
1716,LTAR,39.8138,36.9035,2024-04-29 23:50:00,,,,,8.0,1021.0,23.08048034061735,8.0,1.0,310.0,10000.0,99999,,-991.9195196593827,0.0,1116003101100802080302104230519910600007000080000
1717,LTBI,39.7841,30.5821,2024-04-29 23:50:00,,,,,10.0,1019.0,13.146131208013145,9.0,5.0,240.0,10000.0,99999,,-1005.2538687919869,0.0,11160024051010020903019041315110057600007000080000
1718,LTBQ,40.735,30.0833,2024-04-29 23:50:00,,,,,13.0,1020.0,1554.1995267528257,13.0,0.0,0.0,7000.0,99999,,534.2995267528257,0.0,111400000010130201303020045541515342600007000080000
1719,LTCI,38.4682,43.3323,2024-04-29 23:50:00,,,,,11.0,1021.0,20.180967165505542,1.0,2.0,130.0,10000.0,99999,,-1000.8190328344945,0.0,11160013021011020103021042015110001600007000080000
1782,LBPG,42.2904,24.714,2024-04-30 00:00:00,63.0,36.0,',green,12.0,1024.0,1636.7472641189427,10.0,4.0,260.0,10000.0,99999,,612.3472641189426,0.2,111600260410120201003024046367516123600207630080000
1807,ULPB,61.8852,34.1547,2024-04-30 00:00:00,51.0,36.0,T,green,6.0,1021.0,2038.6822164171997,4.0,1.0,,10000.0,99999,,1015.0822164171997,0.2,111600360110060204030210403865110150600207510080000
1838,LTAE,40.0789,32.5656,2024-04-29 23:50:00,,,,,13.0,1018.0,11.291295230056235,12.0,3.0,20.0,10000.0,99999,,-1004.9087047699438,0.0,111600020310130201203018041125110040600007000080000
2091,LPBJ,38.0789,-7.9324,2024-04-30 00:00:00,,,,,9.0,1020.0,4299.052221650484,6.0,6.0,300.0,10000.0,99999,,3279.252221650484,0.0,111600300610090206030200429905132792600007000080000
2111,URMN,43.5129,43.6366,2024-04-30 00:00:00,,,,,20.0,1018.0,4415.556735579677,15.0,1.0,340.0,10000.0,99999,,3398.1567355796765,0.0,1116003401102002015030180441555133981600007000080000
2123,UWLW,54.401,48.8027,2024-04-30 00:00:00,,,,,5.0,1028.0,3277.3965317803027,4.0,3.0,250.0,10000.0,99999,,2249.3965317803027,0.0,111600250310050204030280427735122493600007000080000
2158,EGUL,52.4093,0.561,2024-04-29 23:55:00,,,,,10.0,29.97,1145.190762811578,3.3,9.0,120.0,10000.0,99999,,129.39076281157804,0.0,1116001209101002030329941451511293600007000080000
2160,EGVA,51.6822,-1.79003,2024-04-29 23:55:00,51.0,36.0,T,green,10.4,29.87,2163.386004597599,6.4,11.0,170.0,10000.0,99999,,1150.1860045975989,0.0,11160017111010420643298416335111501600007510080000
2249,LGHI,38.3432,26.1406,2024-04-29 23:50:00,,,,,16.0,1016.0,1048.7703036134917,11.0,9.0,10.0,10000.0,99999,,32.37030361349173,0.0,11160001091016020110301604048751323600007000080000
2252,LKKB,50.1214,14.5436,2024-04-30 00:00:00,,,,,18.0,1020.0,3341.4437828444416,6.0,8.0,120.0,10000.0,99999,,0.0,0.0,1116001208101802060302004341451000600007000080000
2253,LKKV,50.203,12.915,2024-04-30 00:00:00,,,,,11.0,1020.0,9.881975122124764,9.0,3.0,60.0,10000.0,99999,,-1010.3180248778752,0.0,1116000603101102090302004985110106600007000080000
2254,LKLN,49.6752,13.2746,2024-04-30 00:00:00,,,,,12.0,1019.0,5788.155225923878,9.0,1.0,,10000.0,99999,,4768.155225923878,0.0,111600360110120209030190478815147681600007000080000
2259,LOXZ,47.2028,14.7442,2024-04-29 23:50:00,,,,,8.0,1024.0,13.943748146980578,6.0,2.0,,10000.0,99999,,-1010.2562518530194,0.0,11160036021008020603024041395110107600007000080000
2269,LTCD,39.7102,39.527,2024-04-29 23:50:00,,,,,12.0,1018.0,15.183064177656634,6.0,0.0,0.0,10000.0,99999,,-1000.5169358223434,0.0,11160000001012020603018041515110004600007000080000
2270,LTCF,40.5622,43.115,2024-04-29 23:50:00,,,,,5.0,1023.0,28.612396747349475,-3.0,6.0,300.0,10000.0,99999,,-989.8876032526505,0.0,1116003006100502130302304286519891600007000080000
2273,LTFH,41.2545,36.5671,2024-04-29 23:50:00,,,,,14.0,1020.0,1065.2321412949843,14.0,4.0,220.0,10000.0,99999,,0.0,0.0,11160022041014020140302004065251000600007000080000
2278,ULOO,57.7839,28.3956,2024-04-30 00:00:00,,,,,15.0,1027.0,1412.8905097124414,7.0,4.0,190.0,10000.0,99999,,385.79050971244146,0.0,11160019041015020703027044128513857600007000080000
2320,EIME,53.3017,-6.45133,2024-04-30 00:00:00,,,,,9.0,1004.0,2475.1547982070892,5.0,5.0,80.0,10000.0,99999,,1469.8547982070893,0.0,111600080510090205030040447515114698600007000080000
2340,LPMR,39.8312,-8.88726,2024-04-30 00:00:00,,,,,12.0,1019.0,1618.3050194699952,9.0,1.0,150.0,10000.0,99999,,598.3050194699952,0.0,11160015011012020903019046183515983600007000080000
2373,LPMT,38.7039,-9.03592,2024-04-30 00:00:00,,,,,13.0,1020.0,1146.4691558306158,9.0,3.0,290.0,10000.0,99999,,125.46915583061582,0.0,11160029031013020903020041464511254600007000080000
2388,LIPL,45.4322,10.2677,2024-04-29 23:55:00,,,,,15.0,1020.0,1904.3587275751083,15.0,2.0,40.0,10000.0,99999,,884.2587275751083,0.0,111600040210150201503020049043518842600007000080000
2410,ETIH,49.2181,11.8361,2024-04-29 23:55:00,,,,,9.0,30.07,9.065061627709971,6.3,0.0,0.0,10000.0,99999,,-1009.93493837229,0.0,111600000010090206033004905110090600007000080000
2411,ETIK,49.4739,10.3881,2024-04-29 23:55:00,,,,,7.8,30.07,7903.45561942145,6.1,0.0,0.0,10000.0,99999,,6884.45561942145,0.0,11160000001007720673300490345168844600007000080000
2414,LICT,37.9114,12.488,2024-04-29 23:55:00,,,,,16.0,1016.0,1070.8624709143132,15.0,4.0,100.0,10000.0,99999,,53.862470914313235,0.0,11160010041016020150301604070851538600007000080000
2415,LIBN,40.2392,18.1333,2024-04-29 23:55:00,,,,,13.0,1019.0,1471.1866438199372,13.0,2.0,60.0,10000.0,99999,,451.6866438199372,0.0,111600060210130201303019044711514516600007000080000
2417,LIPC,44.2242,12.3072,2024-04-29 23:55:00,,,,,11.0,1021.0,1078.7691163886288,9.0,3.0,290.0,10000.0,99999,,58.16911638862882,0.0,1116002903101102090302104078751581600007000080000
2418,LIPI,45.9787,13.0493,2024-04-29 23:55:00,,,,,11.0,1020.0,1648.7961082639088,8.0,5.0,320.0,10000.0,99999,,628.7961082639088,0.0,11160032051011020803020046487516287600007000080000
2419,LIPS,45.6849,12.0829,2024-04-29 23:55:00,,,,,14.0,1021.0,1385.5931325591653,10.0,2.0,350.0,10000.0,99999,,364.49313255916525,0.0,111600350210140201003021043855513644600007000080000
2420,LIRE,41.6545,12.4452,2024-04-29 23:55:00,,,,,15.0,1018.0,1114.9590653201935,13.0,0.0,310.0,10000.0,99999,,96.45906532019353,0.0,11160031001015020130301804114951964600007000080000
2421,LIRS,42.7597,11.0719,2024-04-29 23:55:00,,,,,14.0,1018.0,1060.6136519419751,12.0,6.0,30.0,10000.0,99999,,42.01365194197513,0.0,11160003061014020120301804060651420600007000080000
2422,ETAD,49.9727,6.6925,2024-04-29 23:55:00,,,,,11.2,30.08,6268.920390927357,7.9,0.0,0.0,10000.0,99999,,5248.920390927357,0.4,11160000001011120713300426895152489600407000080000
2423,ETAR,49.4369,7.60028,2024-04-29 23:55:00,,,,,7.7,30.07,5945.628644070711,6.6,0.0,0.0,10000.0,99999,,4925.828644070711,0.0,11160000001007720673300494565149258600007000080000
2424,LICZ,37.4017,14.9224,2024-04-29 23:55:00,,,,,15.0,1019.0,1209.2651345761124,15.0,2.0,310.0,10000.0,99999,,190.16513457611234,0.0,111600310210150201503019042092511901600007000080000
2425,ETOU,50.0498,8.3254,2024-04-29 23:55:00,,,,,11.8,30.07,2715.8368175877413,7.9,0.0,0.0,10000.0,99999,,1696.2368175877414,0.0,11160000001011820783300471585116962600007000080000
2426,LIRM,41.0608,14.0819,2024-04-29 23:55:00,,,,,17.0,1018.0,1078.0761129791663,15.0,6.0,330.0,10000.0,99999,,59.57611297916628,0.0,11160033061017020150301804078051595600007000080000
2444,UMGG,52.527,31.0167,2024-04-30 00:00:00,,,,,9.0,1034.0,3401.6193903646426,5.0,1.0,,10000.0,99999,,2368.3193903646425,0.0,111600360110090205030340440165123683600007000080000
2454,LIBV,40.7678,16.9333,2024-04-29 23:55:00,,,,,11.0,1019.0,6255.582499653634,10.0,1.0,,10000.0,99999,,5235.282499653634,0.0,1116003601101102010030190425555152352600007000080000
2455,EGUN,52.3619,0.48641,2024-04-29 23:55:00,,,,,10.0,29.97,1148.873568362475,5.0,7.0,130.0,10000.0,99999,,133.17356836247495,0.0,1116001307101002050329941488511331600007000080000
2473,LATI,41.4147,19.7206,2024-04-30 00:20:00,,,,,13.0,1020.0,1380.5527661226517,12.0,4.0,160.0,10000.0,99999,,360.55276612265175,0.0,111600160410130201203020043805513605600007000080000
2475,LMML,35.8575,14.4775,2024-04-30 00:15:00,,,,,16.0,1016.0,1747.2260585912452,15.0,11.0,90.0,10000.0,99999,,730.1260585912452,0.0,111600091110160201503016047472517301600007000080000
2476,LWSK,41.9616,21.6214,2024-04-30 00:20:00,,,,,10.0,1023.0,4704.0080722192215,4.0,2.0,,10000.0,99999,,3680.2080722192213,0.0,111600360210100204030230470405136802600007000080000
2479,EVGA,56.7783,24.8539,2024-04-30 00:20:00,,,,,13.0,1027.0,1622.6552350894142,9.0,3.0,170.0,10000.0,99999,,596.6552350894142,0.0,11160017031013020903027046226515966600007000080000
2514,EVVA,57.3578,21.5442,2024-04-30 00:20:00,,,,,9.0,1027.0,1102.219979255639,8.0,2.0,,6000.0,99999,,0.0,0.0,1113003602100902080302704102251000600007000080000
2528,LSZC,46.97444,8.39694,2024-04-30 00:20:00,,,,,10.0,1017.0,8259.534737310516,6.0,4.0,240.0,10000.0,99999,,7241.734737310516,0.0,111600240410100206030170425955172417600007000080000
2556,EKRS,55.4258,11.8067,2024-04-30 00:20:00,,,,,9.0,1025.0,1502.4560323595933,8.0,6.0,100.0,10000.0,99999,,477.45603235959334,0.0,11160010061009020803025045024514774600007000080000
2582,LSMA,46.9439,8.28417,2024-04-30 00:20:00,,,,,9.0,1017.0,8976.735659511802,6.0,1.0,,10000.0,99999,,7958.335659511802,0.0,111600360110090206030170497675179583600007000080000
2583,LSMD,47.3986,8.64823,2024-04-30 00:20:00,,,,,9.0,1018.0,9.038917329321158,8.0,2.0,,10000.0,99999,,-1008.2610826706788,0.0,1116003602100902080301804905110087600007000080000
2584,LSME,47.0924,8.30512,2024-04-30 00:20:00,,,,,8.0,1018.0,9.591879622649092,7.0,0.0,0.0,10000.0,99999,,-1008.4081203773509,0.0,1116000000100802070301804955110085600007000080000
2585,LSMM,46.7433,8.11,2024-04-30 00:20:00,,,,,17.0,1018.0,6435.178742462169,3.0,16.0,100.0,10000.0,99999,,5415.778742462169,0.0,111600101610170203030180443515154157600007000080000
2586,LSMP,46.8432,6.91506,2024-04-30 00:20:00,,,,,8.0,1018.0,9.968992023411145,7.0,0.0,0.0,10000.0,99999,,-1008.0310079765889,0.0,1116000000100802070301804995110089600007000080000
2704,EGCK,53.1042,-4.34028,2024-04-30 00:20:00,61.0,36.0,^,green,10.0,1006.0,1009.4400958228376,9.0,8.0,160.0,8000.0,99999,,1.2400958228375885,0.2,1114001608101002090300604009451012600207610080000
2705,EGHQ,50.4406,-4.99541,2024-04-30 00:20:00,,,,,11.0,1006.0,2480.561673581574,11.0,20.0,170.0,8000.0,99999,,1471.2616735815739,0.1,1114001720101102011030060448055114712600107000080000
2745,ESOH,60.0201,13.5789,2024-04-30 00:20:00,,,,,1.0,1026.0,19.736561049003626,0.0,2.0,,10000.0,99999,,-1004.6634389509965,0.0,11160036021001020003026041975110043600007000080000
2764,ESNZ,63.1944,14.5003,2024-04-30 00:20:00,,,,,3.0,1021.0,18.084855948006396,3.0,6.0,220.0,10000.0,99999,,-1002.7151440519935,0.2,11160022061003020303021041805110022600207000080000
2773,EFET,68.3626,23.4243,2024-04-30 00:20:00,,,,,0.0,1019.0,38.967236030157345,-1.0,3.0,70.0,10000.0,99999,,0.0,0.0,111600070310000211030190438951000600007000080000
2774,EFHA,61.856,24.7866,2024-04-30 00:20:00,,,,,7.0,1022.0,4189.96420108283,5.0,6.0,240.0,10000.0,99999,,3169.3642010828303,0.0,111600240610070205030220418995131693600007000080000
2775,EFJO,62.6629,29.6075,2024-04-30 00:20:00,,,,,5.0,1019.0,4764.68655947029,5.0,5.0,180.0,9000.0,99999,,3744.2865594702903,0.0,111500180510050205030190476465137442600007000080000
2780,EFKS,65.9876,29.2394,2024-04-30 00:20:00,51.0,36.0,T,green,0.0,1017.0,38.890754703307174,-0.0,7.0,90.0,10000.0,99999,,-983.3092452966929,0.7,1116000907100002100301704388519836600707510080000
2782,EFLP,61.0446,28.1444,2024-04-30 00:20:00,,,,,11.0,1021.0,2340.836183501143,9.0,6.0,230.0,10000.0,99999,,1318.8361835011428,0.0,111600230610110209030210434085113188600007000080000
2783,EFMI,61.6866,27.2018,2024-04-30 00:20:00,,,,,11.0,1021.0,2255.9063266328767,8.0,9.0,260.0,10000.0,99999,,1235.9063266328767,0.0,111600260910110208030210425595112359600007000080000
2785,EFSA,61.9431,28.9451,2024-04-30 00:20:00,,,,,11.0,1020.0,2178.0943135160214,9.0,8.0,210.0,10000.0,99999,,1157.0943135160214,0.0,111600210810110209030200417805111570600007000080000
2786,EFSI,62.6921,22.8323,2024-04-30 00:20:00,,,,,6.0,1021.0,3251.7054641131454,5.0,6.0,230.0,10000.0,99999,,0.0,0.0,1116002306100602050302104251751000600007000080000
2787,EFUT,60.8964,26.9384,2024-04-30 00:20:00,,,,,11.0,1022.0,2300.5136020032774,8.0,9.0,260.0,10000.0,99999,,1278.3136020032773,0.0,111600260910110208030220430055112783600007000080000
2795,EFKT,67.701,24.8468,2024-04-30 00:20:00,,,,,1.0,1019.0,22.868154781941964,-1.0,5.0,50.0,10000.0,99999,,-998.8318452180581,0.0,1116000505100102110301904228519981600007000080000
2899,EVLA,56.5175,21.0969,2024-04-30 00:20:00,,,,,9.0,1027.0,1090.1938408819856,6.0,3.0,20.0,10000.0,99999,,64.09384088198567,0.0,1116000203100902060302704090151640600007000080000
2901,EYKA,54.9639,24.0848,2024-04-30 00:20:00,,,,,15.0,1028.0,1695.4968604108522,6.0,8.0,160.0,10000.0,99999,,0.0,0.0,1116001608101502060302804695451000600007000080000
2902,EYPA,55.9732,21.0939,2024-04-30 00:20:00,,,,,10.0,1027.0,1145.5607005138615,6.0,7.0,20.0,10000.0,99999,,118.8607005138615,0.0,11160002071010020603027041455511188600007000080000
2917,ESCF,58.4023,15.5257,2024-04-30 00:20:00,,,,,3.0,1027.0,6027.843039052587,1.0,4.0,190.0,10000.0,99999,,5000.943039052587,0.0,111600190410030201030270402785150009600007000080000
2919,ESIB,58.4264,12.7144,2024-04-30 00:20:00,,,,,5.0,1026.0,2565.790814537059,3.0,4.0,110.0,10000.0,99999,,1539.8908145370588,0.0,111600110410050203030260456575115398600007000080000
2920,ESMV,57.2922,14.1372,2024-04-30 00:20:00,,,,,3.0,1027.0,10.15936946000531,1.0,2.0,20.0,10000.0,99999,,-1015.8406305399947,0.0,11160002021003020103027041015110151600007000080000
2922,ESPE,65.8753,20.1499,2024-04-30 00:20:00,,,,,0.0,1019.0,38.967236030157345,0.0,4.0,330.0,10000.0,99999,,-979.0327639698427,0.5,1116003304100002000301904389519799600507000080000
2923,ESIA,58.5138,14.5071,2024-04-30 00:20:00,,,,,2.0,1027.0,8663.008982654455,1.0,1.0,,10000.0,99999,,7637.208982654455,0.0,111600360110020201030270466305176372600007000080000
2924,ESCM,59.8973,17.5886,2024-04-30 00:20:00,,,,,5.0,1026.0,1546.8034545052203,2.0,6.0,230.0,10000.0,99999,,521.8034545052203,0.0,11160023061005020203026045468515218600007000080000
2946,LIMZ,44.547,7.62322,2024-04-30 00:20:00,61.0,36.0,^,green,12.0,1021.0,6145.895228450672,11.0,3.0,240.0,10000.0,99999,,0.0,0.0,11160024031012020110302104145851000600007610080000
2963,ESNV,64.5791,16.8336,2024-04-30 00:20:00,71.0,36.0,h,magenta,1.0,1019.0,28.233185204405356,-1.0,3.0,280.0,300.0,99999,,-989.7668147955947,0.0,1110002803100102110301904282519892600007710080000
2965,ESST,60.1576,12.9913,2024-04-30 00:20:00,,,,,2.0,1026.0,10.65832157971217,1.0,2.0,180.0,10000.0,99999,,0.0,0.0,111600180210020201030260410651000600007000080000
2966,ESUP,67.2456,23.0689,2024-04-30 00:20:00,61.0,36.0,^,green,1.0,1019.0,21.049400818783404,1.0,5.0,10.0,10000.0,99999,,-999.1505991812166,0.0,1116000105100102010301904210519998600007610080000
2967,ESND,62.0478,14.4229,2024-04-30 00:20:00,,,,,1.0,1023.0,28.613781551535187,0.0,2.0,,10000.0,99999,,-992.6862184484647,0.0,1116003602100102000302304286519923600007000080000
2972,LICB,36.9946,14.60718,2024-04-30 00:20:00,,,,,20.0,1016.0,2302.446127821866,7.0,7.0,,10000.0,99999,,1284.446127821866,0.0,111600360710200207030160430245112844600007000080000
2974,LIPO,45.4289,10.3306,2024-04-30 00:20:00,,,,,15.0,1020.0,1969.4317772937136,11.0,5.0,10.0,10000.0,99999,,0.0,0.0,11160001051015020110302004969451000600007000080000
2996,EEKE,58.2299,22.5095,2024-04-30 00:20:00,,,,,9.0,1027.0,1082.2072478517907,9.0,2.0,320.0,8000.0,99999,,56.50724785179068,0.0,1114003202100902090302704082251565600007000080000
2997,EETU,58.3075,26.6904,2024-04-30 00:20:00,61.0,36.0,^,green,13.0,1026.0,1682.8137337499525,11.0,4.0,250.0,10000.0,99999,,657.6137337499524,0.0,111600250410130201103026046828516576600007610080000
2998,EEPU,58.419,24.4728,2024-04-30 00:20:00,61.0,36.0,^,green,8.0,1027.0,1241.771826984264,8.0,5.0,210.0,10000.0,99999,,0.0,0.0,1116002105100802080302704241751000600007610080000
3014,EDBC,51.8564,11.4203,2024-04-30 00:20:00,,,,,11.0,1021.0,3438.179388305069,8.0,4.0,30.0,10000.0,99999,,2416.579388305069,0.0,111600030410110208030210443815124165600007000080000
3041,EDJA,47.9888,10.2395,2024-04-30 00:20:00,,,,,10.0,1018.0,11.068802673868367,7.0,3.0,160.0,10000.0,99999,,0.0,0.0,111600160310100207030180411051000600007000080000
3048,EDTY,49.11833,9.78389,2024-04-30 00:20:00,,,,,10.0,1018.0,7384.469377186139,8.0,2.0,80.0,10000.0,99999,,6365.469377186139,0.0,111600080210100208030180438445163654600007000080000
3052,EDWE,53.39111,7.2275,2024-04-30 00:20:00,,,,,13.0,1019.0,1027.0489639769346,7.0,3.0,120.0,10000.0,99999,,6.748963976934647,0.0,1116001203101302070301904027051067600007000080000
3060,EKRN,55.0633,14.7596,2024-04-30 00:20:00,,,,,10.0,1026.0,1215.0631749124989,6.0,4.0,100.0,10000.0,99999,,188.86317491249883,0.0,11160010041010020603026042150511888600007000080000
3061,EKSB,54.9644,9.79173,2024-04-30 00:20:00,,,,,11.0,1022.0,1099.3994213044064,9.0,7.0,120.0,10000.0,99999,,76.29942130440634,0.0,1116001207101102090302204099351762600007000080000
3063,EKSP,55.2256,9.26393,2024-04-30 00:20:00,,,,,10.0,1022.0,1561.3753271886453,8.0,8.0,100.0,10000.0,99999,,538.2753271886453,0.0,11160010081010020803022045613515382600007000080000
3064,EKVD,55.4363,9.33092,2024-04-30 00:20:00,,,,,11.0,1023.0,1517.6649443172344,9.0,8.0,120.0,10000.0,99999,,494.66494431723436,0.0,11160012081011020903023045176514946600007000080000
3072,EETN,59.4133,24.8328,2024-04-30 00:20:00,,,,,8.0,1026.0,1662.8232361525286,6.0,9.0,260.0,10000.0,99999,,638.4232361525285,0.0,11160026091008020603026046628516384600007000080000
3073,EFHK,60.3172,24.9633,2024-04-30 00:20:00,,,,,8.0,1024.0,1919.5850508276044,7.0,7.0,260.0,10000.0,99999,,896.5850508276044,0.0,11160026071008020703024049195518965600007000080000
3074,EFIV,68.6073,27.4053,2024-04-30 00:20:00,,,,,1.0,1021.0,19.79986008130447,-2.0,3.0,40.0,10000.0,99999,,-1002.2001399186955,0.0,11160004031001021203021041975110027600007000080000
3075,EFJY,62.3995,25.6783,2024-04-30 00:20:00,,,,,7.0,1021.0,4036.428852965461,4.0,7.0,280.0,10000.0,99999,,3017.428852965461,0.0,111600280710070204030210403645130174600007000080000
